rank,title,name,ticker,url,hq,sector,industry,employees,revenues,revenues_change,profits,profits_change,assets,equity
366,Quest Diagnostics,Quest Diagnostics Incorporated,DGX,http://www.questdiagnostics.com,"Madison, NJ",Health Care,Health Care: Pharmacy and Other Services,43000,7515.00,0.30,645.00,-9.00,10100.00,4628.00
367,Williams,"The Williams Companies, Inc.",WMB,http://www.williams.com,"Tulsa, OK",Energy,Energy,5604,7499.00,1.90,-424.00,NA,46835.00,4643.00
368,WEC Energy Group,"WEC Energy Group, Inc.",WEC,http://www.wecenergygroup.com,"Milwaukee, WI",Energy,Utilities: Gas and Electric,8074,7472.00,26.10,939.00,47.10,30123.00,8930.00
369,Hershey,The Hershey Company,HSY,http://www.thehersheycompany.com,"Hershey, PA","Food, Beverages & Tobacco",Food Consumer Products,17140,7440.00,0.70,720.00,40.40,5524.00,786.00
370,AGCO,AGCO Corporation,AGCO,http://www.agcocorp.com,"Duluth, GA",Industrials,Construction and Farm Machinery,19795,7411.00,-0.80,160.10,-39.90,7168.00,2776.00
371,Ralph Lauren,Ralph Lauren Corporation,RL,http://www.ralphlauren.com,"New York, NY",Apparel,Apparel,20500,7405.00,-2.80,396.00,-43.60,6213.00,3744.00
372,Masco,Masco Corporation,MAS,http://www.masco.com,"Taylor, MI",Household Products,"Home Equipment, Furnishings",26000,7357.00,-6.90,491.00,38.30,5137.00,-298.00
373,WESCO International,"WESCO International, Inc.",WCC,http://www.wesco.com,"Pittsburgh, PA",Wholesalers,NA,9000,7336.00,-2.40,101.60,-51.80,4491.00,2013.00
374,LifePoint Health,"LifePoint Health, Inc.",LPNT,http://www.lifepointhealth.net,"Brentwood, TN",Health Care,Health Care: Medical Facilities,47000,7274.00,20.90,121.90,-33.00,6319.00,2180.00
375,National Oilwell Varco,"National Oilwell Varco, Inc.",NOV,http://www.nov.com,"Houston, TX",Energy,"Oil and Gas Equipment, Services",36384,7251.00,-50.90,-2412.00,NA,21140.00,13940.00
376,Kindred Healthcare,"Kindred Healthcare, Inc.",KND,http://www.kindredhealthcare.com,"Louisville, KY",Health Care,Health Care: Medical Facilities,76650,7227.00,1.80,-664.20,NA,6113.00,813.00
377,Mosaic,The Mosaic Company,MOS,http://www.mosaicco.com,"Plymouth, MN",Chemicals,NA,8700,7163.00,-19.50,297.80,-70.20,16841.00,9585.00
378,Alliance Data Systems,Alliance Data Systems Corporation,ADS,http://www.alliancedata.com,"Plano, TX",Business Services,Financial Data Services,17000,7138.00,10.80,515.80,-13.50,25514.00,1658.00
379,Computer Sciences,Computer Sciences Corporation,NA,http://www.dxc.technology,"Tysons, VA",Technology,Information Technology Services,59000,7106.00,-41.70,251.00,12450.00,7736.00,2025.00
380,Huntington Ingalls Industries,"Huntington Ingalls Industries, Inc.",HII,http://www.huntingtoningalls.com%20,"Newport News, VA",Aerospace & Defense,Aerospace and Defense,37000,7068.00,0.70,573.00,41.80,6352.00,1653.00
381,Leidos Holdings,"Leidos Holdings, Inc.",LDOS,http://www.leidos.com,"Reston, VA",Technology,Information Technology Services,32000,7043.00,38.50,244.00,-3.90,9132.00,3135.00
382,Erie Insurance Group,Erie Insurance Group,NA,http://www.erieinsurance.com,"Erie, PA",Financials,Insurance: Property and Casualty (Mutual),4988,7016.00,5.70,741.90,10.70,18417.00,8528.00
383,Tesla,"Tesla, Inc.",TSLA,http://www.tesla.com,"Palo Alto, CA",Motor Vehicles & Parts,Motor Vehicles and Parts,30025,7000.00,73.00,-674.90,NA,22664.00,4753.00
384,Ascena Retail Group,"Ascena Retail Group, Inc.",ASNA,http://www.ascenaretail.com,"Mahwah, NJ",Retailing,Specialty Retailers: Apparel,41000,6995.00,45.60,-11.90,NA,5506.00,1863.00
385,Darden Restaurants,"Darden Restaurants, Inc.",DRI,http://www.darden.com,"Orlando, FL","Hotels, Restaurants & Leisure",Food Services,150942,6934.00,-3.20,375.00,-47.10,4583.00,1952.00
386,Harman International Industries,"Harman International Industries, Incorporated",NA,http://www.harman.com,"Stamford, CT",Industrials,"Electronics, Electrical Equipment",26000,6912.00,12.30,361.70,5.60,6054.00,2453.00
387,Nvidia,NVIDIA Corporation,NVDA,http://www.nvidia.com,"Santa Clara, CA",Technology,Semiconductors and Other Electronic Components,10299,6910.00,37.90,1666.00,171.30,9841.00,5762.00
388,R.R. Donnelley & Sons,R.R. Donnelley & Sons Company,RRD,http://www.rrdonnelley.com,"Chicago, IL",Media,"Publishing, Printing",44360,6896.00,-38.70,-495.90,-428.20,4285.00,-106.00
389,Fifth Third Bancorp,Fifth Third Bancorp,FITB,http://www.53.com,"Cincinnati, OH",Financials,Commercial Banks,17844,6889.00,-2.00,1564.00,-8.60,142177.00,16205.00
390,Quintiles IMS Holdings,"Quintiles IMS Holdings, Inc.",Q,http://www.quintilesims.com,"Durham, NC",Health Care,Health Care: Pharmacy and Other Services,50000,6878.00,19.90,115.00,-70.30,21208.00,8633.00
391,Jones Lang LaSalle,Jones Lang LaSalle Incorporated,JLL,http://www.jll.com,"Chicago, IL",Financials,Real Estate,77300,6804.00,14.00,318.20,-27.50,7629.00,2790.00
392,Dover,Dover Corporation,DOV,http://www.dovercorporation.com,"Downers Grove, IL",Industrials,Industrial Machinery,29000,6794.00,-3.30,508.90,-41.50,10116.00,3800.00
393,Spirit AeroSystems Holdings,"Spirit AeroSystems Holdings, Inc.",SPR,http://www.spiritaero.com,"Wichita, KS",Aerospace & Defense,Aerospace and Defense,14400,6793.00,2.20,469.70,-40.40,5405.00,1928.00
394,Ryder System,"Ryder System, Inc.",R,http://www.ryder.com,"Miami, FL",Transportation,"Trucking, Truck Leasing",34500,6787.00,3.30,262.50,-13.90,10903.00,2052.00
395,A-Mark Precious Metals,"A-Mark Precious Metals, Inc.",AMRK,http://www.amark.com,"Santa Monica, CA",Materials,Miscellaneous,83,6784.00,11.80,9.30,31.50,437.00,63.00
396,Tractor Supply,Tractor Supply Company,TSCO,http://www.tractorsupply.com,"Brentwood, TN",Retailing,Specialty Retailers: Other,19500,6780.00,8.90,437.10,6.50,2675.00,1453.00
397,Sealed Air,Sealed Air Corporation,SEE,http://www.sealedair.com,"Charlotte, NC",Materials,"Packaging, Containers",23000,6778.00,-3.60,486.40,45.00,7389.00,610.00
398,Auto-Owners Insurance,Auto-Owners Insurance Group,NA,http://www.auto-owners.com,"Lansing, MI",Financials,NA,4737,6775.00,4.00,706.30,-13.40,21571.00,9690.00
399,Yum China Holdings,"Yum China Holdings, Inc.",YUMC,http://ir.yumchina.com,"Plano, TX","Hotels, Restaurants & Leisure",Food Services,420000,6752.00,4.00,502.00,NA,3727.00,2377.00
400,Calpine,Calpine Corporation,CPN,http://www.calpine.com,"Houston, TX",Energy,Energy,2372,6716.00,3.80,92.00,-60.90,19317.00,3268.00
401,Owens-Illinois,"Owens-Illinois, Inc.",OI,http://www.o-i.com,"Perrysburg, OH",Materials,"Packaging, Containers",27000,6702.00,8.90,209.00,54.80,9135.00,254.00
402,Targa Resources,Targa Resources Corp.,TRGP,http://www.targaresources.com,"Houston, TX",Energy,Pipelines,1970,6691.00,0.50,-187.30,-421.30,12871.00,5439.00
403,Jones Financial (Edward Jones),"The Jones Financial Companies, L.L.L.P.",JBLU,http://www.edwardjones.com,"Des Peres, MO",Financials,Securities,43000,6632.00,-0.90,746.00,-11.00,19424.00,2634.00
403,JetBlue Airways,JetBlue Airways Corporation,NA,http://www.jetblue.com,"Long Island City, NY",Transportation,Airlines,15986,6632.00,3.40,759.00,12.10,9487.00,4013.00
405,Franklin Resources,"Franklin Resources, Inc.",BEN,http://www.franklinresources.com,"San Mateo, CA",Financials,Securities,9059,6618.00,-16.70,1726.70,-15.20,16099.00,11936.00
406,Activision Blizzard,"Activision Blizzard, Inc.",ATVI,http://www.activisionblizzard.com,"Santa Monica, CA",Technology,Computer Software,9500,6608.00,41.70,966.00,8.30,17452.00,9119.00
407,J.B. Hunt Transport Services,"J.B. Hunt Transport Services, Inc.",JBHT,http://www.jbhunt.com,"Lowell, AR",Transportation,"Trucking, Truck Leasing",22190,6556.00,5.90,432.10,1.10,3829.00,1414.00
408,Constellation Brands,"Constellation Brands, Inc.",STZ,http://www.cbrands.com,"Victor, NY","Food, Beverages & Tobacco",Beverages,9000,6548.00,8.60,1054.90,25.70,16965.00,6560.00
409,NCR,NCR Corporation,NCR,http://www.ncr.com,"Duluth, GA",Technology,"Computers, Office Equipment",33500,6543.00,2.70,270.00,NA,7673.00,1542.00
410,Asbury Automotive Group,"Asbury Automotive Group, Inc.",ABG,http://www.asburyauto.com,"Duluth, GA",Retailing,"Automotive Retailing, Services",7900,6528.00,-0.90,167.20,-1.20,2336.00,280.00
411,American Financial Group,"American Financial Group, Inc.",AFG,http://www.afginc.com,"Cincinnati, OH",Financials,NA,7600,6498.00,5.70,649.00,84.40,55072.00,4916.00
412,Discovery Communications,"Discovery Communications, Inc.",DISCA,http://www.discoverycommunications.com,"Silver Spring, MD",Media,NA,7000,6497.00,1.60,1194.00,15.50,15758.00,5167.00
413,Berry Global Group,"Berry Global Group, Inc.",BERY,http://www.berryglobal.com,"Evansville, IN",Materials,"Packaging, Containers",21000,6489.00,32.90,236.00,174.40,7653.00,218.00
414,Sanmina,Sanmina Corporation,SANM,http://www.sanmina.com,"San Jose, CA",Technology,Semiconductors and Other Electronic Components,40178,6481.00,1.70,187.80,-50.20,3625.00,1610.00
415,CalAtlantic Group,"CalAtlantic Group, Inc.",CAA,http://www.calatlantichomes.com,"Arlington, VA",Engineering & Construction,Homebuilders,3055,6477.00,83.00,484.70,127.00,8709.00,4208.00
416,Dr Pepper Snapple Group,"Dr Pepper Snapple Group, Inc.",DPS,http://www.drpeppersnapplegroup.com,"Plano, TX","Food, Beverages & Tobacco",Beverages,20000,NA,2.50,847.00,10.90,9791.00,2134.00
417,Dillard’s,"Dillard's, Inc.",DDS,http://www.dillards.com,"Little Rock, AR",Retailing,General Merchandisers,30800,6418.00,-5.00,169.20,-37.20,3888.00,1717.00
418,HRG Group,"HRG Group, Inc.",HRG,http://www.hrggroup.com,"New York, NY",Household Products,Household and Personal Products,16021,6403.00,10.10,-198.80,NA,35793.00,638.00
419,CMS Energy,CMS Energy Corporation,CMS,http://www.cmsenergy.com,"Jackson, MI",Energy,Utilities: Gas and Electric,7750,6399.00,-0.90,551.00,5.40,21622.00,4253.00
420,Graybar Electric,"Graybar Electric Company, Inc.",NA,http://www.graybar.com,"St. Louis, MO",Wholesalers,Wholesalers: Diversified,8500,6385.00,4.50,93.10,2.20,2099.00,728.00
421,Builders FirstSource,"Builders FirstSource, Inc.",BLDR,http://www.bldr.com,"Dallas, TX",Materials,"Building Materials, Glass",14000,6367.00,78.60,144.30,NA,2910.00,310.00
422,Yum Brands,"Yum! Brands, Inc.",YUM,http://www.yum.com,"Louisville, KY","Hotels, Restaurants & Leisure",Food Services,90000,6366.00,-51.40,1619.00,25.20,5478.00,-5656.00
423,Casey’s General Stores,"Casey's General Stores, Inc.",CASY,http://www.caseys.com,"Ankeny, IA",Retailing,Specialty Retailers: Other,24724,6304.00,-10.60,226.00,25.10,2726.00,1084.00
424,Amphenol,Amphenol Corporation,APH,http://www.amphenol.com,"Wallingford, CT",Technology,Network and Other Communications Equipment,62000,6286.00,12.90,822.90,7.80,8499.00,3675.00
425,Oshkosh,Oshkosh Corporation,OSK,http://www.oshkoshcorporation.com,"Oshkosh, WI",Industrials,Construction and Farm Machinery,13800,6279.00,3.00,216.40,-5.70,4514.00,1977.00
426,iHeartMedia,"iHeartMedia, Inc.",IHRT,http://www.iheartmedia.com,"San Antonio, TX",Media,Entertainment,18700,6274.00,0.50,-296.30,NA,12862.00,-11021.00
427,TreeHouse Foods,"TreeHouse Foods, Inc.",THS,http://www.treehousefoods.com,"Oak Brook, IL","Food, Beverages & Tobacco",Food Consumer Products,16027,6175.00,92.60,-228.60,-298.90,6546.00,2503.00
428,Alleghany,Alleghany Corporation,Y,http://www.alleghany.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),3420,6131.00,22.60,456.90,-18.50,23757.00,7940.00
429,Expeditors International of Washington,"Expeditors International of Washington, Inc.",EXPD,http://www.expeditors.com,"Seattle, WA",Transportation,Transportation and Logistics,16000,6098.00,-7.80,430.80,-5.80,2791.00,1845.00
430,Avery Dennison,Avery Dennison Corporation,AVY,http://www.averydennison.com,"Glendale, CA",Materials,"Packaging, Containers",25000,6087.00,2.00,320.70,16.90,4396.00,926.00
431,Ameren,Ameren Corporation,AEE,http://www.ameren.com,"St. Louis, MO",Energy,Utilities: Gas and Electric,8629,6076.00,-0.40,653.00,3.70,24699.00,7103.00
432,Hanesbrands,Hanesbrands Inc.,HBI,http://www.hanes.com,"Winston-Salem, NC",Apparel,Apparel,67800,6063.00,5.80,539.40,25.80,6908.00,1224.00
433,Motorola Solutions,"Motorola Solutions, Inc.",MSI,http://www.motorolasolutions.com,"Chicago, IL",Technology,Network and Other Communications Equipment,14000,6038.00,6.00,560.00,-8.20,8463.00,-964.00
434,St. Jude Medical,"St. Jude Medical, Inc.",NA,http://www.abbott.com,"St. Paul, MN",Health Care,Medical Products and Equipment,18000,6004.00,8.40,734.00,-16.60,12578.00,4578.00
435,Harley-Davidson,"Harley-Davidson, Inc.",HOG,http://www.harley-davidson.com,"Milwaukee, WI",Transportation,Transportation Equipment,6000,5997.00,8.40,692.20,-8.00,9890.00,1920.00
436,Regions Financial,Regions Financial Corporation,RF,http://www.regions.com,"Birmingham, AL",Financials,Commercial Banks,22166,5967.00,5.20,1163.00,9.50,125968.00,16664.00
437,Intercontinental Exchange,"Intercontinental Exchange, Inc.",ICE,http://www.theice.com,"Atlanta, GA",Financials,Securities,5631,5958.00,27.30,1422.00,11.60,82003.00,15717.00
438,Alaska Air Group,"Alaska Air Group, Inc.",ALK,http://www.alaskaair.com,"Seattle, WA",Transportation,Airlines,19112,5931.00,5.90,814.00,-4.00,9962.00,2931.00
439,Old Republic International,Old Republic International Corporation,ORI,http://www.oldrepublic.com,"Chicago, IL",Financials,Insurance: Property and Casualty (Stock),8500,5901.00,2.30,466.90,10.60,18592.00,4472.00
440,Lam Research,Lam Research Corporation,LRCX,http://www.lamresearch.com,"Fremont, CA",Technology,Semiconductors and Other Electronic Components,7500,5886.00,11.90,914.00,39.40,12272.00,5895.00
441,AK Steel Holding,AK Steel Holding Corporation,AKS,http://www.aksteel.com,"West Chester, OH",Materials,Metals,8500,5883.00,-12.10,-7.80,NA,4036.00,-272.00
442,Rockwell Automation,"Rockwell Automation, Inc.",ROK,http://www.rockwellautomation.com,"Milwaukee, WI",Industrials,"Electronics, Electrical Equipment",22000,5880.00,-6.80,729.70,-11.80,7101.00,1990.00
443,Adobe Systems,Adobe Systems Incorporated,ADBE,http://www.adobe.com,"San Jose, CA",Technology,Computer Software,15706,5854.00,22.10,1168.80,85.70,12707.00,7425.00
444,Avon Products,"Avon Products, Inc.",AVP,http://www.avoninvestor.com,"Rye, NY",Household Products,Household and Personal Products,26400,5853.00,-18.40,-107.60,NA,3419.00,-848.00
445,Terex,Terex Corporation,TEX,http://www.terex.com,"Westport, CT",Industrials,Construction and Farm Machinery,18100,5841.00,-10.70,-176.10,-220.70,5007.00,1484.70
446,NVR,"NVR, Inc.",NVR,http://www.nvrinc.com,"Reston, VA",Engineering & Construction,Homebuilders,4900,5835.00,12.90,425.30,11.10,2644.00,1304.00
447,Dana,Dana Incorporated,DAN,http://www.dana.com,"Maumee, OH",Motor Vehicles & Parts,Motor Vehicles and Parts,24900,5826.00,-3.90,640.00,302.50,4860.00,1157.00
448,Realogy Holdings,Realogy Holdings Corp.,RLGY,http://www.realogy.com,"Madison, NJ",Financials,Real Estate,11800,5810.00,1.80,213.00,15.80,7421.00,2464.00
449,American Tower,American Tower Corporation,AMT,http://www.americantower.com,"Boston, MA",Telecommunications,Telecommunications,4507,5786.00,21.30,956.40,39.60,30879.00,6764.00
450,Packaging Corp. of America,Packaging Corporation of America,PKG,http://www.packagingcorp.com,"Lake Forest, IL",Materials,"Packaging, Containers",14000,5779.00,0.60,449.60,2.90,5777.00,1760.00
451,Citizens Financial Group,"Citizens Financial Group, Inc.",CFG,http://www.citizensbank.com,"Providence, RI",Financials,Commercial Banks,17600,5763.00,9.20,1045.00,24.40,149520.00,19747.00
452,United Rentals,"United Rentals, Inc.",URI,http://www.unitedrentals.com,"Stamford, CT",Business Services,Miscellaneous,12500,5762.00,-0.90,566.00,-3.20,11988.00,1648.00
453,Clorox,The Clorox Company,CLX,http://www.thecloroxcompany.com,"Oakland, CA",Household Products,Household and Personal Products,8000,5761.00,1.70,648.00,11.70,4518.00,297.00
454,Genesis Healthcare,"Genesis Healthcare, Inc.",GEN,http://www.genesishcc.com,"Kennett Square, PA",Health Care,NA,82000,5733.00,2.00,-64.00,NA,5779.00,-490.00
455,M&T Bank Corp.,M&T Bank Corporation,MTB,http://www.mtb.com,"Buffalo, NY",Financials,Commercial Banks,16487,5722.00,14.50,1315.10,21.80,123449.00,16487.00
456,Ingredion,Ingredion Incorporated,INGR,http://www.ingredion.com,"Westchester, IL","Food, Beverages & Tobacco",Food Production,11000,5704.00,1.50,484.90,20.60,5782.00,2565.00
457,UGI,UGI Corporation,UGI,http://www.ugicorp.com,"King of Prussia, PA",Energy,Energy,13105,5686.00,-15.00,364.70,29.80,10847.00,2851.00
458,Owens Corning,Owens Corning,OC,http://www.owenscorning.com,"Toledo, OH",Materials,"Building Materials, Glass",16000,5677.00,6.10,393.00,19.10,7741.00,3849.00
459,S&P Global,S&P Global Inc.,SPGI,http://www.spglobal.com,"New York, NY",Business Services,Financial Data Services,20000,5661.00,6.60,2106.00,82.20,8669.00,650.00
460,Markel,Markel Corporation,MKL,http://www.markelcorp.com,"Glen Allen, VA",Financials,Insurance: Property and Casualty (Stock),10900,5612.00,4.50,455.70,-21.80,25875.00,8461.00
461,Wyndham Worldwide,Wyndham Worldwide Corporation,WYN,http://www.wyndhamworldwide.com,"Parsippany, NJ","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",37800,5599.00,1.10,611.00,-0.20,9819.00,714.00
462,Arthur J. Gallagher,Arthur J. Gallagher & Co.,AJG,http://www.ajg.com,"Itasca, IL",Financials,Diversified Financials,24790,5595.00,3.80,414.40,16.10,11490.00,3597.00
463,Burlington Stores,"Burlington Stores, Inc.",BURL,http://www.burlingtonstores.com,"Burlington, NJ",Retailing,Specialty Retailers: Apparel,40000,5591.00,9.00,215.90,43.50,2575.00,-50.00
464,First American Financial,First American Financial Corporation,FAF,http://www.firstam.com,"Santa Ana, CA",Financials,Insurance: Property and Casualty (Stock),19531,5576.00,7.70,343.00,19.10,8832.00,3008.00
465,Symantec,Symantec Corporation,SYMC,http://www.symantec.com,"Mountain View, CA",Technology,Computer Software,11000,5568.00,-14.40,2488.00,183.40,11767.00,3676.00
466,Patterson,"Patterson Companies, Inc.",PDCO,http://www.pattersoncompanies.com,"St. Paul, MN",Wholesalers,Wholesalers: Health Care,7000,5555.00,27.00,187.20,-16.20,3521.00,1442.00
467,Olin,Olin Corporation,OLN,http://www.olin.com,"Clayton, MO",Chemicals,Chemicals,6400,5551.00,94.50,-3.90,NA,8763.00,2273.00
468,NetApp,"NetApp, Inc.",NTAP,http://www.netapp.com,"Sunnyvale, CA",Technology,Computer Peripherals,12030,5546.00,-9.40,229.00,-59.10,10037.00,2881.00
469,Raymond James Financial,"Raymond James Financial, Inc.",RJF,http://www.raymondjames.com,"St. Petersburg, FL",Financials,Securities,11900,5520.00,4.00,529.40,5.40,31594.00,4914.00
470,TravelCenters of America,TravelCenters of America LLC,TA,http://www.ta-petrol.com,"Westlake, OH",Retailing,Specialty Retailers: Other,20259,5511.00,-5.80,-2.00,-107.30,1660.00,552.00
471,Fiserv,"Fiserv, Inc.",FISV,http://www.fiserv.com,"Brookfield, WI",Business Services,Financial Data Services,23000,5505.00,4.80,930.00,30.60,9743.00,2541.00
472,Host Hotels & Resorts,"Host Hotels & Resorts, Inc.",HST,http://www.hosthotels.com,"Bethesda, MD",Financials,Real Estate,220,5488.00,1.90,762.00,36.60,11408.00,6994.00
473,Insight Enterprises,"Insight Enterprises, Inc.",NSIT,http://www.insight.com,"Tempe, AZ",Wholesalers,Wholesalers: Electronics and Office Equipment,5930,5486.00,2.10,84.70,11.70,2219.00,713.00
474,Mattel,"Mattel, Inc.",MAT,http://www.mattel.com,"El Segundo, CA",Household Products,"Toys, Sporting Goods",32000,5457.00,-4.30,318.00,-13.90,6494.00,2408.00
475,AmTrust Financial Services,"AmTrust Financial Services, Inc.",AFSI,http://www.amtrustgroup.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),8000,5451.00,18.10,411.00,-8.80,22615.00,3269.00
476,Cincinnati Financial,Cincinnati Financial Corporation,CINF,http://www.cinfin.com,"Fairfield, OH",Financials,Insurance: Property and Casualty (Stock),4754,5449.00,6.00,590.70,-6.80,20386.00,7060.00
477,Simon Property Group,"Simon Property Group, Inc.",SPG,http://www.simon.com,"Indianapolis, IN",Financials,Real Estate,4050,5435.00,3.20,1838.90,0.60,31104.00,4310.00
478,Western Union,The Western Union Company,WU,http://www.westernunion.com,"Englewood, CO",Business Services,Financial Data Services,10700,5423.00,-1.10,253.20,-69.80,9420.00,902.00
479,KeyCorp,KeyCorp,KEY,http://www.key.com,"Cleveland, OH",Financials,Commercial Banks,15700,5422.00,19.40,791.00,-13.60,136453.00,15240.00
480,Delek US Holdings,"Delek US Holdings, Inc.",DK,http://www.delekus.com,"Brentwood, TN",Energy,Petroleum Refining,1326,5414.00,-6.00,-153.70,-892.30,2985.00,992.00
481,Booz Allen Hamilton Holding,Booz Allen Hamilton Holding Corp.,BAH,http://www.boozallen.com,"McLean, VA",Technology,Information Technology Services,22600,5406.00,2.50,294.10,26.50,3010.00,409.00
482,Chemours,The Chemours Company,CC,http://www.chemours.com,"Wilmington, DE",Chemicals,Chemicals,7000,5400.00,2.50,7.00,NA,6060.00,100.00
483,Western & Southern Financial Group,Western & Southern Mutual Holding Company,NA,http://www.westernsouthern.com,"Cincinnati, OH",Financials,"Insurance: Life, Health (Mutual)",2178,5398.00,0.80,241.20,-47.20,43831.00,5104.00
484,Celanese,Celanese Corporation,CE,http://www.celanese.com,"Irving, TX",Chemicals,Chemicals,7293,5389.00,-5.00,900.00,196.10,8357.00,2588.00
485,Windstream Holdings,"Windstream Holdings, Inc.",WIN,http://www.windstream.com,"Little Rock, AR",Telecommunications,Telecommunications,11870,5387.00,-6.60,-383.50,-1499.60,11770.00,170.00
486,Seaboard,Seaboard Corporation,SEB,http://www.seaboardcorp.com,"Merriam, KS","Food, Beverages & Tobacco",Food Production,11781,5379.00,-3.80,312.00,82.50,4755.00,3162.00
487,Essendant,Essendant Inc.,ESND,http://www.essendant.com,"Deerfield, IL",Wholesalers,Wholesalers: Electronics and Office Equipment,6600,5369.00,0.10,63.90,NA,2164.00,781.00
488,Apache,Apache Corporation,APA,http://www.apachecorp.com,"Houston, TX",Energy,"Mining, Crude-Oil Production",3727,5354.00,-19.50,-1405.00,NA,22519.00,6238.00
489,Airgas,"Airgas, Inc.",NA,http://www.airgas.com,"Radnor, PA",Wholesalers,Wholesalers: Diversified,17000,5314.00,0.20,337.50,-8.30,6135.00,2045.00
490,Kelly Services,"Kelly Services, Inc.",KELYA,http://www.kellyservices.com,"Troy, MI",Business Services,Temporary Help,7500,5277.00,-4.40,120.80,124.50,2028.00,1012.00
491,Liberty Media,Liberty Media Corporation,LSXMA,http://www.libertymedia.com,"Englewood, CO",Media,Entertainment,3626,5276.00,10.00,680.00,962.50,31377.00,11756.00
492,Rockwell Collins,"Rockwell Collins, Inc.",COL,http://www.rockwellcollins.com,"Cedar Rapids, IA",Aerospace & Defense,Aerospace and Defense,19000,5259.00,-0.10,728.00,6.10,7707.00,2078.00
493,Robert Half International,Robert Half International Inc.,RHI,http://www.roberthalf.com,"Menlo Park, CA",Business Services,Temporary Help,16400,5250.00,3.10,343.40,-4.00,1778.00,1087.00
494,CH2M Hill,"CH2M HILL Companies, Ltd.",NA,http://www.ch2m.com,"Englewood, CO",Engineering & Construction,"Engineering, Construction",20000,5236.00,-2.30,15.00,-81.30,2671.00,547.00
495,Big Lots,"Big Lots, Inc.",BIG,http://www.biglots.com,"Columbus, OH",Retailing,Specialty Retailers: Other,23150,5200.00,0.20,152.80,7.00,1608.00,651.00
496,Michaels Cos.,"The Michaels Companies, Inc.",MIK,http://www.michaels.com,"Irving, TX",Retailing,Specialty Retailers: Other,31000,5197.00,5.80,378.20,4.20,2148.00,-1698.00
497,Toll Brothers,"Toll Brothers, Inc.",TOL,http://www.tollbrothers.com,"Horsham, PA",Engineering & Construction,Homebuilders,4200,5170.00,23.90,382.10,5.20,9737.00,4229.00
498,Yahoo,Yahoo! Inc.,YHOO,http://www.yahoo.com,"Sunnyvale, CA",Technology,Internet Services and Retailing,8500,5169.00,4.00,-214.30,NA,48083.00,31049.00
499,Vistra Energy,Vistra Energy Corp.,VST,http://www.vistraenergy.com,"Dallas, TX",Energy,Energy,4431,5164.00,4.00,NA,NA,15167.00,6597.00
500,ABM Industries,ABM Industries Incorporated,ABM,http://www.abm.com,"New York, NY",Business Services,Diversified Outsourcing Services,110000,5145.00,-2.80,57.20,-25.00,2281.00,974.00
