tag,date,question_count,question_pct,unanswered_count,unanswered_pct
amazon-route53,8/6/2017,755.00,5.26e-5,251.00,6.14e-5
stripe-payments,8/6/2017,3236.00,2.25583e-4,1264.00,3.09004e-4
paypal,8/6/2017,17125.00,1.19E-03,8088.00,1.98E-03
amazon-lambda,8/6/2017,3662.00,2.55281e-4,3662.00,8.95237e-4
actionscript-3,8/6/2017,40847.00,2.85E-03,11085.00,2.71E-03
azure,8/6/2017,45034.00,3.14E-03,15083.00,3.69E-03
excel,8/6/2017,126641.00,8.83E-03,44524.00,1.09E-02
sql-server,8/6/2017,207957.00,1.45E-02,50113.00,1.23E-02
ios8,8/6/2017,9429.00,6.57303e-4,3312.00,8.09675e-4
ios9,8/6/2017,4194.00,2.92367e-4,1685.00,4.11927e-4
cognos,8/6/2017,779.00,5.43e-5,350.00,8.56e-5
amazon-web-services,8/6/2017,44320.00,3.09E-03,17056.00,4.17E-03
amazon-elb,8/6/2017,833.00,5.81e-5,309.00,7.55e-5
amazon-ses,8/6/2017,653.00,4.55e-5,224.00,5.48e-5
amazon-kinesis,8/6/2017,482.00,3.36e-5,228.00,5.57e-5
amazon-sqs,8/6/2017,1143.00,7.97e-5,377.00,9.22e-5
amazon-swf,8/6/2017,208.00,1.45e-5,67.00,1.64e-5
amazon-s3,8/6/2017,19529.00,1.36E-03,7564.00,1.85E-03
ios,8/6/2017,521685.00,3.64E-02,171243.00,4.19E-02
amazon-elastic-beanstalk,8/6/2017,453.00,3.16e-5,227.00,5.55e-5
amazon-vpc,8/6/2017,497.00,3.46e-5,149.00,3.64e-5
amazon-data-pipeline,8/6/2017,301.00,2.1e-5,151.00,3.69e-5
amazon-ec2,8/6/2017,18360.00,1.28E-03,6676.00,1.63E-03
mongodb,8/6/2017,85811.00,5.98E-03,29464.00,7.20E-03
amazon-redshift,8/6/2017,2227.00,1.55246e-4,814.00,1.98996e-4
applepay,8/6/2017,262.00,1.83e-5,120.00,2.93e-5
amazon-cognito,8/6/2017,1044.00,7.28e-5,387.00,9.46e-5
osx,8/6/2017,79202.00,5.52E-03,25659.00,6.27E-03
amazon-rds-aurora,8/5/2017,139.00,9.69e-6,61.00,1.49e-5
amazon,8/5/2017,3788.00,2.64132e-4,1483.00,3.62694e-4
ios,8/5/2017,521550.00,3.64E-02,171189.00,4.19E-02
amazon-cloudfront,8/5/2017,1727.00,1.20422e-4,660.00,1.61415e-4
amazon-swf,8/5/2017,208.00,1.45e-5,67.00,1.64e-5
amazon-cognito,8/5/2017,1044.00,7.28e-5,387.00,9.46e-5
amazon-rds,8/5/2017,1679.00,1.17075e-4,637.00,1.5579e-4
amazon-cloudformation,8/5/2017,1097.00,7.65e-5,344.00,8.41e-5
applepayjs,8/5/2017,15.00,1.05e-6,7.00,1.71e-6
dropbox,8/5/2017,2900.00,2.02213e-4,1107.00,2.70736e-4
google-spreadsheet,8/5/2017,11160.00,7.78172e-4,4254.00,1.04E-03
applepay,8/5/2017,262.00,1.83e-5,120.00,2.93e-5
amazon-mws,8/5/2017,594.00,4.14e-5,242.00,5.92e-5
amazon-elasticache,8/5/2017,330.00,2.3e-5,131.00,3.2e-5
amazon-cloudsearch,8/5/2017,283.00,1.97e-5,121.00,2.96e-5
amazon-glacier,8/5/2017,144.00,1e-5,36.00,8.8e-6
amazon-simpledb,8/5/2017,386.00,2.69e-5,77.00,1.88e-5
amazon-web-services,8/5/2017,44283.00,3.09E-03,17034.00,4.17E-03
cognos,8/5/2017,779.00,5.43e-5,350.00,8.56e-5
amazon-ebs,8/5/2017,305.00,2.13e-5,53.00,1.3e-5
amazon-route53,8/5/2017,755.00,5.26e-5,251.00,6.14e-5
ios9,8/5/2017,4193.00,2.92373e-4,1684.00,4.11853e-4
citrix,8/5/2017,557.00,3.88e-5,272.00,6.65e-5
amazon-sqs,8/5/2017,1143.00,7.97e-5,377.00,9.22e-5
ios8,8/5/2017,9429.00,6.57472e-4,3312.00,8.1001e-4
dropbox-api,8/5/2017,1929.00,1.34506e-4,781.00,1.91007e-4
amazon-elb,8/5/2017,832.00,5.8e-5,308.00,7.53e-5
sql-server,8/5/2017,207930.00,1.45E-02,50100.00,1.23E-02
amazon-emr,8/5/2017,834.00,5.82e-5,387.00,9.46e-5
amazon-ses,8/5/2017,652.00,4.55e-5,223.00,5.45e-5
excel,8/5/2017,126615.00,8.83E-03,44528.00,1.09E-02
azure,8/5/2017,45017.00,3.14E-03,15070.00,3.69E-03
amazon-ecs,8/5/2017,467.00,3.26e-5,192.00,4.7e-5
android-pay,8/5/2017,459.00,3.2e-5,209.00,5.11e-5
amazon-kinesis,8/5/2017,480.00,3.35e-5,226.00,5.53e-5
actionscript-3,8/5/2017,40845.00,2.85E-03,11083.00,2.71E-03
actionscript,8/5/2017,9028.00,6.29511e-4,2436.00,5.95768e-4
amazon-lambda,8/5/2017,3657.00,2.54998e-4,3657.00,8.94385e-4
amazon-redshift,8/5/2017,2227.00,1.55286e-4,816.00,1.99567e-4
amazon-dynamodb,8/5/2017,4063.00,2.83308e-4,1457.00,3.56336e-4
mongodb,8/5/2017,85782.00,5.98E-03,29448.00,7.20E-03
amazon-ec2,8/5/2017,18349.00,1.28E-03,6667.00,1.63E-03
osx,8/5/2017,79185.00,5.52E-03,25650.00,6.27E-03
amazon-data-pipeline,8/5/2017,301.00,2.1e-5,151.00,3.69e-5
paypal,8/5/2017,17120.00,1.19E-03,8085.00,1.98E-03
amazon-sns,8/5/2017,1014.00,7.07e-5,465.00,1.13724e-4
windows,8/5/2017,112173.00,7.82E-03,34312.00,8.39E-03
stripe-payments,8/5/2017,3234.00,2.25502e-4,1263.00,3.08888e-4
amazon-vpc,8/5/2017,497.00,3.47e-5,150.00,3.67e-5
amazon-elastic-beanstalk,8/5/2017,453.00,3.16e-5,227.00,5.55e-5
android,8/5/2017,1015763.00,7.08E-02,379696.00,9.29E-02
amazon-cloudwatch,8/5/2017,681.00,4.75e-5,261.00,6.38e-5
amazon-s3,8/5/2017,19514.00,1.36E-03,7556.00,1.85E-03
amazon-rds-aurora,8/4/2017,139.00,9.68e-6,61.00,1.49e-5
android-pay,8/4/2017,459.00,3.2e-5,209.00,5.09e-5
amazon,8/4/2017,3794.00,2.64296e-4,1489.00,3.62676e-4
amazon-s3,8/4/2017,19543.00,1.36E-03,7599.00,1.85E-03
ios,8/4/2017,522105.00,3.64E-02,171859.00,4.19E-02
amazon-swf,8/4/2017,208.00,1.45e-5,67.00,1.63e-5
amazon-cloudfront,8/4/2017,1733.00,1.20724e-4,667.00,1.62461e-4
amazon-rds,8/4/2017,1686.00,1.17449e-4,643.00,1.56616e-4
amazon-sns,8/4/2017,1016.00,7.08e-5,470.00,1.14478e-4
amazon-cloudformation,8/4/2017,1099.00,7.66e-5,346.00,8.43e-5
applepayjs,8/4/2017,15.00,1.04e-6,7.00,1.7e-6
amazon-elb,8/4/2017,834.00,5.81e-5,309.00,7.53e-5
actionscript-3,8/4/2017,40862.00,2.85E-03,11101.00,2.70E-03
dropbox,8/4/2017,2905.00,2.02365e-4,1112.00,2.70847e-4
amazon-cloudsearch,8/4/2017,283.00,1.97e-5,121.00,2.95e-5
amazon-elastic-beanstalk,8/4/2017,455.00,3.17e-5,229.00,5.58e-5
google-spreadsheet,8/4/2017,11212.00,7.81044e-4,4313.00,1.05E-03
amazon-mws,8/4/2017,597.00,4.16e-5,245.00,5.97e-5
amazon-elasticache,8/4/2017,332.00,2.31e-5,133.00,3.24e-5
actionscript,8/4/2017,9032.00,6.29185e-4,2440.00,5.94314e-4
applepay,8/4/2017,262.00,1.83e-5,120.00,2.92e-5
android,8/4/2017,1017174.00,7.09E-02,381238.00,9.29E-02
amazon-glacier,8/4/2017,144.00,1e-5,36.00,8.77e-6
amazon-simpledb,8/4/2017,385.00,2.68e-5,76.00,1.85e-5
windows,8/4/2017,112338.00,7.83E-03,34504.00,8.40E-03
amazon-web-services,8/4/2017,44326.00,3.09E-03,17106.00,4.17E-03
amazon-lambda,8/4/2017,3660.00,2.54961e-4,3660.00,8.91466e-4
cognos,8/4/2017,780.00,5.43e-5,351.00,8.55e-5
amazon-cloudwatch,8/4/2017,681.00,4.74e-5,263.00,6.41e-5
amazon-route53,8/4/2017,754.00,5.25e-5,250.00,6.09e-5
amazon-kinesis,8/4/2017,479.00,3.34e-5,225.00,5.48e-5
amazon-redshift,8/4/2017,2227.00,1.55136e-4,819.00,1.99484e-4
ios9,8/4/2017,4204.00,2.92858e-4,1695.00,4.12854e-4
stripe-payments,8/4/2017,3238.00,2.25562e-4,1268.00,3.08843e-4
citrix,8/4/2017,558.00,3.89e-5,273.00,6.65e-5
dropbox-api,8/4/2017,1928.00,1.34307e-4,780.00,1.89982e-4
ios8,8/4/2017,9434.00,6.57189e-4,3318.00,8.08172e-4
amazon-sqs,8/4/2017,1144.00,7.97e-5,378.00,9.21e-5
amazon-ses,8/4/2017,652.00,4.54e-5,223.00,5.43e-5
amazon-vpc,8/4/2017,496.00,3.46e-5,151.00,3.68e-5
amazon-dynamodb,8/4/2017,4068.00,2.83383e-4,1465.00,3.5683e-4
azure,8/4/2017,45054.00,3.14E-03,15144.00,3.69E-03
mongodb,8/4/2017,85913.00,5.98E-03,29590.00,7.21E-03
amazon-emr,8/4/2017,836.00,5.82e-5,389.00,9.47e-5
sql-server,8/4/2017,207991.00,1.45E-02,50219.00,1.22E-02
amazon-ec2,8/4/2017,18386.00,1.28E-03,6710.00,1.63E-03
excel,8/4/2017,126803.00,8.83E-03,44777.00,1.09E-02
amazon-cognito,8/4/2017,1044.00,7.27e-5,388.00,9.45e-5
amazon-data-pipeline,8/4/2017,301.00,2.1e-5,151.00,3.68e-5
amazon-ebs,8/4/2017,305.00,2.12e-5,53.00,1.29e-5
paypal,8/4/2017,17177.00,1.20E-03,8141.00,1.98E-03
amazon-ecs,8/4/2017,469.00,3.27e-5,196.00,4.77e-5
osx,8/4/2017,79313.00,5.53E-03,25789.00,6.28E-03
amazon-ses,8/3/2017,652.00,4.54e-5,223.00,5.44e-5
amazon-cognito,8/3/2017,1041.00,7.26e-5,386.00,9.41e-5
amazon-swf,8/3/2017,208.00,1.45e-5,67.00,1.63e-5
amazon-web-services,8/3/2017,44258.00,3.09E-03,17078.00,4.16E-03
cognos,8/3/2017,781.00,5.44e-5,352.00,8.58e-5
ios9,8/3/2017,4204.00,2.93045e-4,1696.00,4.13521e-4
citrix,8/3/2017,557.00,3.88e-5,272.00,6.63e-5
ios8,8/3/2017,9433.00,6.57539e-4,3317.00,8.08757e-4
azure,8/3/2017,44999.00,3.14E-03,15118.00,3.69E-03
sql-server,8/3/2017,207834.00,1.45E-02,50184.00,1.22E-02
excel,8/3/2017,126647.00,8.83E-03,44682.00,1.09E-02
actionscript-3,8/3/2017,40859.00,2.85E-03,11098.00,2.71E-03
amazon-lambda,8/3/2017,3644.00,2.54009e-4,3644.00,8.88481e-4
paypal,8/3/2017,17169.00,1.20E-03,8137.00,1.98E-03
stripe-payments,8/3/2017,3234.00,2.25427e-4,1266.00,3.08672e-4
amazon-s3,8/3/2017,19513.00,1.36E-03,7580.00,1.85E-03
amazon-elasticache,8/3/2017,331.00,2.31e-5,133.00,3.24e-5
applepayjs,8/3/2017,15.00,1.05e-6,7.00,1.71e-6
dropbox,8/3/2017,2903.00,2.02355e-4,1112.00,2.71124e-4
google-spreadsheet,8/3/2017,11199.00,7.80636e-4,4305.00,1.05E-03
amazon-mws,8/3/2017,597.00,4.16e-5,245.00,5.97e-5
amazon-cloudformation,8/3/2017,1097.00,7.65e-5,343.00,8.36e-5
amazon-rds,8/3/2017,1684.00,1.17385e-4,641.00,1.56289e-4
amazon-cloudfront,8/3/2017,1731.00,1.20661e-4,665.00,1.62141e-4
ios,8/3/2017,521789.00,3.64E-02,171719.00,4.19E-02
amazon,8/3/2017,3793.00,2.64395e-4,1487.00,3.62562e-4
amazon-rds-aurora,8/3/2017,139.00,9.69e-6,62.00,1.51e-5
amazon-cloudwatch,8/3/2017,678.00,4.73e-5,262.00,6.39e-5
android,8/3/2017,1016613.00,7.09E-02,380934.00,9.29E-02
amazon-elastic-beanstalk,8/3/2017,455.00,3.17e-5,229.00,5.58e-5
amazon-vpc,8/3/2017,496.00,3.46e-5,151.00,3.68e-5
windows,8/3/2017,112275.00,7.83E-03,34475.00,8.41E-03
amazon-sns,8/3/2017,1013.00,7.06e-5,466.00,1.13621e-4
osx,8/3/2017,79270.00,5.53E-03,25770.00,6.28E-03
amazon-data-pipeline,8/3/2017,301.00,2.1e-5,151.00,3.68e-5
amazon-ec2,8/3/2017,18371.00,1.28E-03,6703.00,1.63E-03
amazon-dynamodb,8/3/2017,4062.00,2.83146e-4,1467.00,3.57685e-4
mongodb,8/3/2017,85836.00,5.98E-03,29562.00,7.21E-03
amazon-route53,8/3/2017,754.00,5.26e-5,250.00,6.1e-5
amazon-redshift,8/3/2017,2226.00,1.55166e-4,821.00,2.00177e-4
actionscript,8/3/2017,9031.00,6.29517e-4,2439.00,5.94681e-4
android-pay,8/3/2017,459.00,3.2e-5,210.00,5.12e-5
amazon-ecs,8/3/2017,469.00,3.27e-5,196.00,4.78e-5
amazon-emr,8/3/2017,836.00,5.83e-5,390.00,9.51e-5
dropbox-api,8/3/2017,1927.00,1.34322e-4,780.00,1.90177e-4
amazon-simpledb,8/3/2017,385.00,2.68e-5,77.00,1.88e-5
amazon-glacier,8/3/2017,144.00,1e-5,36.00,8.78e-6
applepay,8/3/2017,261.00,1.82e-5,119.00,2.9e-5
amazon-cloudsearch,8/3/2017,283.00,1.97e-5,121.00,2.95e-5
amazon-ebs,8/3/2017,305.00,2.13e-5,53.00,1.29e-5
amazon-sqs,8/3/2017,1141.00,7.95e-5,377.00,9.19e-5
amazon-elb,8/3/2017,832.00,5.8e-5,307.00,7.49e-5
amazon-kinesis,8/3/2017,479.00,3.34e-5,226.00,5.51e-5
dropbox,8/2/2017,2902.00,2.02416e-4,1112.00,2.71387e-4
cognos,8/2/2017,781.00,5.45e-5,352.00,8.59e-5
android,8/2/2017,1016029.00,7.09E-02,380654.00,9.29E-02
amazon-cloudformation,8/2/2017,1089.00,7.6e-5,335.00,8.18e-5
ios9,8/2/2017,4204.00,2.93234e-4,1696.00,4.1392e-4
amazon-rds-aurora,8/2/2017,138.00,9.63e-6,61.00,1.49e-5
amazon-s3,8/2/2017,19491.00,1.36E-03,7570.00,1.85E-03
paypal,8/2/2017,17161.00,1.20E-03,8131.00,1.98E-03
applepayjs,8/2/2017,15.00,1.05e-6,7.00,1.71e-6
amazon-redshift,8/2/2017,2224.00,1.55126e-4,820.00,2.00126e-4
amazon-web-services,8/2/2017,44191.00,3.08E-03,17039.00,4.16E-03
amazon-lambda,8/2/2017,3635.00,2.53545e-4,3635.00,8.87141e-4
amazon-elastic-beanstalk,8/2/2017,454.00,3.17e-5,228.00,5.56e-5
amazon-data-pipeline,8/2/2017,301.00,2.1e-5,152.00,3.71e-5
amazon-swf,8/2/2017,208.00,1.45e-5,67.00,1.64e-5
amazon-simpledb,8/2/2017,385.00,2.69e-5,77.00,1.88e-5
amazon-ses,8/2/2017,652.00,4.55e-5,223.00,5.44e-5
actionscript,8/2/2017,9029.00,6.29783e-4,2437.00,5.94765e-4
amazon-cloudfront,8/2/2017,1730.00,1.20669e-4,665.00,1.62297e-4
amazon-glacier,8/2/2017,144.00,1e-5,36.00,8.79e-6
actionscript-3,8/2/2017,40856.00,2.85E-03,11096.00,2.71E-03
osx,8/2/2017,79232.00,5.53E-03,25755.00,6.29E-03
amazon-ebs,8/2/2017,305.00,2.13e-5,53.00,1.29e-5
ios,8/2/2017,521494.00,3.64E-02,171597.00,4.19E-02
android-pay,8/2/2017,459.00,3.2e-5,210.00,5.13e-5
amazon-cloudwatch,8/2/2017,677.00,4.72e-5,262.00,6.39e-5
applepay,8/2/2017,261.00,1.82e-5,119.00,2.9e-5
amazon-ecs,8/2/2017,468.00,3.26e-5,196.00,4.78e-5
amazon,8/2/2017,3793.00,2.64566e-4,1486.00,3.62668e-4
amazon-elasticache,8/2/2017,331.00,2.31e-5,133.00,3.25e-5
amazon-elb,8/2/2017,833.00,5.81e-5,308.00,7.52e-5
amazon-ec2,8/2/2017,18356.00,1.28E-03,6697.00,1.63E-03
excel,8/2/2017,126518.00,8.82E-03,44634.00,1.09E-02
amazon-vpc,8/2/2017,495.00,3.45e-5,150.00,3.66e-5
amazon-mws,8/2/2017,597.00,4.16e-5,245.00,5.98e-5
amazon-cloudsearch,8/2/2017,283.00,1.97e-5,121.00,2.95e-5
amazon-dynamodb,8/2/2017,4057.00,2.8298e-4,1466.00,3.57786e-4
amazon-sqs,8/2/2017,1140.00,7.95e-5,376.00,9.18e-5
amazon-route53,8/2/2017,752.00,5.25e-5,249.00,6.08e-5
amazon-sns,8/2/2017,1010.00,7.04e-5,464.00,1.13242e-4
sql-server,8/2/2017,207680.00,1.45E-02,50132.00,1.22E-02
amazon-emr,8/2/2017,836.00,5.83e-5,391.00,9.54e-5
google-spreadsheet,8/2/2017,11184.00,7.80093e-4,4298.00,1.05E-03
stripe-payments,8/2/2017,3229.00,2.25224e-4,1262.00,3.07994e-4
mongodb,8/2/2017,85765.00,5.98E-03,29523.00,7.21E-03
azure,8/2/2017,44937.00,3.13E-03,15101.00,3.69E-03
amazon-rds,8/2/2017,1683.00,1.17391e-4,640.00,1.56196e-4
amazon-cognito,8/2/2017,1039.00,7.25e-5,384.00,9.37e-5
citrix,8/2/2017,553.00,3.86e-5,268.00,6.54e-5
ios8,8/2/2017,9433.00,6.57963e-4,3317.00,8.09536e-4
amazon-kinesis,8/2/2017,478.00,3.33e-5,225.00,5.49e-5
dropbox-api,8/2/2017,1924.00,1.342e-4,779.00,1.90117e-4
windows,8/2/2017,112200.00,7.83E-03,34425.00,8.40E-03
amazon-kinesis,8/1/2017,476.00,3.32e-5,223.00,5.45e-5
ios9,8/1/2017,4204.00,2.9342e-4,1696.00,4.14328e-4
amazon-sns,8/1/2017,1010.00,7.05e-5,464.00,1.13354e-4
cognos,8/1/2017,780.00,5.44e-5,351.00,8.57e-5
amazon-web-services,8/1/2017,44112.00,3.08E-03,16991.00,4.15E-03
amazon-simpledb,8/1/2017,384.00,2.68e-5,76.00,1.86e-5
amazon-glacier,8/1/2017,144.00,1.01e-5,36.00,8.79e-6
applepay,8/1/2017,260.00,1.81e-5,118.00,2.88e-5
amazon-mws,8/1/2017,597.00,4.17e-5,245.00,5.99e-5
amazon-cloudsearch,8/1/2017,283.00,1.98e-5,121.00,2.96e-5
google-spreadsheet,8/1/2017,11165.00,7.79264e-4,4288.00,1.05E-03
dropbox,8/1/2017,2899.00,2.02335e-4,1113.00,2.71899e-4
amazon-cloudformation,8/1/2017,1087.00,7.59e-5,334.00,8.16e-5
amazon-ses,8/1/2017,651.00,4.54e-5,223.00,5.45e-5
applepayjs,8/1/2017,15.00,1.05e-6,7.00,1.71e-6
amazon-data-pipeline,8/1/2017,301.00,2.1e-5,153.00,3.74e-5
amazon-swf,8/1/2017,208.00,1.45e-5,68.00,1.66e-5
amazon-cloudfront,8/1/2017,1728.00,1.20606e-4,665.00,1.62457e-4
paypal,8/1/2017,17151.00,1.20E-03,8122.00,1.98E-03
ios,8/1/2017,521228.00,3.64E-02,171480.00,4.19E-02
amazon-dynamodb,8/1/2017,4051.00,2.82741e-4,1462.00,3.57162e-4
amazon,8/1/2017,3787.00,2.64315e-4,1482.00,3.62048e-4
amazon-elasticache,8/1/2017,331.00,2.31e-5,133.00,3.25e-5
amazon-ec2,8/1/2017,18336.00,1.28E-03,6689.00,1.63E-03
mongodb,8/1/2017,85676.00,5.98E-03,29476.00,7.20E-03
azure,8/1/2017,44888.00,3.13E-03,15071.00,3.68E-03
amazon-cognito,8/1/2017,1039.00,7.25e-5,384.00,9.38e-5
android,8/1/2017,1015460.00,7.09E-02,380415.00,9.29E-02
amazon-redshift,8/1/2017,2223.00,1.55155e-4,820.00,2.00323e-4
amazon-s3,8/1/2017,19462.00,1.36E-03,7556.00,1.85E-03
amazon-rds-aurora,8/1/2017,138.00,9.63e-6,61.00,1.49e-5
amazon-lambda,8/1/2017,3619.00,2.52589e-4,3619.00,8.84108e-4
amazon-elastic-beanstalk,8/1/2017,453.00,3.16e-5,227.00,5.55e-5
actionscript,8/1/2017,9029.00,6.30183e-4,2437.00,5.95351e-4
actionscript-3,8/1/2017,40853.00,2.85E-03,11094.00,2.71E-03
amazon-ebs,8/1/2017,304.00,2.12e-5,53.00,1.29e-5
android-pay,8/1/2017,458.00,3.2e-5,209.00,5.11e-5
amazon-ecs,8/1/2017,468.00,3.27e-5,196.00,4.79e-5
amazon-cloudwatch,8/1/2017,675.00,4.71e-5,261.00,6.38e-5
stripe-payments,8/1/2017,3224.00,2.25018e-4,1258.00,3.07321e-4
amazon-elb,8/1/2017,833.00,5.81e-5,308.00,7.52e-5
amazon-vpc,8/1/2017,494.00,3.45e-5,149.00,3.64e-5
amazon-sqs,8/1/2017,1140.00,7.96e-5,376.00,9.19e-5
excel,8/1/2017,126396.00,8.82E-03,44591.00,1.09E-02
amazon-route53,8/1/2017,751.00,5.24e-5,248.00,6.06e-5
amazon-emr,8/1/2017,836.00,5.83e-5,391.00,9.55e-5
sql-server,8/1/2017,207560.00,1.45E-02,50109.00,1.22E-02
citrix,8/1/2017,553.00,3.86e-5,268.00,6.55e-5
osx,8/1/2017,79178.00,5.53E-03,25721.00,6.28E-03
amazon-rds,8/1/2017,1681.00,1.17326e-4,641.00,1.56594e-4
dropbox-api,8/1/2017,1921.00,1.34076e-4,778.00,1.90061e-4
ios8,8/1/2017,9433.00,6.58381e-4,3317.00,8.10334e-4
windows,8/1/2017,112140.00,7.83E-03,34382.00,8.40E-03
amazon-s3,7/31/2017,19430.00,1.36E-03,7541.00,1.84E-03
amazon-rds-aurora,7/31/2017,138.00,9.64e-6,61.00,1.49e-5
amazon-cloudwatch,7/31/2017,675.00,4.71e-5,261.00,6.38e-5
amazon-simpledb,7/31/2017,384.00,2.68e-5,76.00,1.86e-5
android,7/31/2017,1014883.00,7.09E-02,380136.00,0.092946173000000007
amazon-elastic-beanstalk,7/31/2017,451.00,3.15e-5,225.00,5.5e-5
stripe-payments,7/31/2017,3220.00,2.24872e-4,1257.00,3.07345e-4
amazon-vpc,7/31/2017,494.00,3.45e-5,149.00,3.64e-5
amazon-route53,7/31/2017,750.00,5.24e-5,248.00,6.06e-5
amazon-rds,7/31/2017,1681.00,1.17395e-4,641.00,1.5673e-4
windows,7/31/2017,112090.00,7.83E-03,34364.00,8.40E-03
amazon-sns,7/31/2017,1006.00,7.03e-5,461.00,1.12718e-4
amazon-data-pipeline,7/31/2017,300.00,2.1e-5,153.00,3.74e-5
paypal,7/31/2017,17144.00,1.20E-03,8121.00,1.99E-03
amazon-dynamodb,7/31/2017,4043.00,2.82349e-4,1462.00,3.57471e-4
amazon-ec2,7/31/2017,18317.00,1.28E-03,6678.00,1.63E-03
mongodb,7/31/2017,85602.00,5.98E-03,29440.00,7.20E-03
amazon-redshift,7/31/2017,2220.00,1.55037e-4,821.00,2.00741e-4
amazon-lambda,7/31/2017,3614.00,2.52389e-4,3614.00,8.83651e-4
actionscript,7/31/2017,9029.00,6.30555e-4,2437.00,5.95867e-4
amazon-cognito,7/31/2017,1038.00,7.25e-5,383.00,9.36e-5
actionscript-3,7/31/2017,40854.00,2.85E-03,11096.00,2.71E-03
android-pay,7/31/2017,458.00,3.2e-5,209.00,5.11e-5
amazon-ecs,7/31/2017,467.00,3.26e-5,197.00,4.82e-5
citrix,7/31/2017,553.00,3.86e-5,268.00,6.55e-5
amazon-elb,7/31/2017,830.00,5.8e-5,308.00,7.53e-5
amazon-sqs,7/31/2017,1139.00,7.95e-5,376.00,9.19e-5
excel,7/31/2017,126274.00,8.82E-03,44528.00,1.09E-02
amazon-ebs,7/31/2017,303.00,2.12e-5,52.00,1.27e-5
amazon-emr,7/31/2017,828.00,5.78e-5,386.00,9.44e-5
sql-server,7/31/2017,207403.00,1.45E-02,50047.00,1.22E-02
dropbox-api,7/31/2017,1919.00,1.34015e-4,777.00,1.89982e-4
ios8,7/31/2017,9434.00,6.58839e-4,3320.00,8.11768e-4
ios9,7/31/2017,4204.00,2.93593e-4,1696.00,4.14687e-4
cognos,7/31/2017,778.00,5.43e-5,349.00,8.53e-5
amazon-kinesis,7/31/2017,475.00,3.32e-5,222.00,5.43e-5
amazon-web-services,7/31/2017,44048.00,3.08E-03,16967.00,4.15E-03
amazon-glacier,7/31/2017,144.00,1.01e-5,36.00,8.8e-6
amazon-ses,7/31/2017,650.00,4.54e-5,222.00,5.43e-5
applepay,7/31/2017,260.00,1.82e-5,118.00,2.89e-5
amazon-mws,7/31/2017,596.00,4.16e-5,244.00,5.97e-5
google-spreadsheet,7/31/2017,11150.00,7.78676e-4,4277.00,1.05E-03
dropbox,7/31/2017,2896.00,2.02245e-4,1113.00,2.72136e-4
amazon-cloudsearch,7/31/2017,283.00,1.98e-5,121.00,2.96e-5
amazon-cloudformation,7/31/2017,1085.00,7.58e-5,334.00,8.17e-5
applepayjs,7/31/2017,15.00,1.05e-6,7.00,1.71e-6
amazon-cloudfront,7/31/2017,1725.00,1.20468e-4,664.00,1.62354e-4
ios,7/31/2017,520971.00,3.64E-02,171374.00,4.19E-02
osx,7/31/2017,79147.00,5.53E-03,25714.00,6.29E-03
amazon-swf,7/31/2017,208.00,1.45e-5,68.00,1.66e-5
amazon,7/31/2017,3784.00,2.64262e-4,1480.00,3.61873e-4
amazon-elasticache,7/31/2017,331.00,2.31e-5,133.00,3.25e-5
azure,7/31/2017,44858.00,3.13E-03,15067.00,3.68E-03
amazon-elastic-beanstalk,7/30/2017,451.00,3.15e-5,225.00,5.5e-5
amazon-sqs,7/30/2017,1139.00,7.96e-5,376.00,9.2e-5
amazon-kinesis,7/30/2017,475.00,3.32e-5,222.00,5.43e-5
stripe-payments,7/30/2017,3212.00,2.24377e-4,1255.00,3.06982e-4
applepayjs,7/30/2017,15.00,1.05e-6,7.00,1.71e-6
amazon-cloudfront,7/30/2017,1725.00,1.20502e-4,664.00,1.62421e-4
android,7/30/2017,1014564.00,7.09E-02,379984.00,9.29E-02
applepay,7/30/2017,260.00,1.82e-5,118.00,2.89e-5
osx,7/30/2017,79129.00,5.53E-03,25704.00,6.29E-03
amazon-cloudsearch,7/30/2017,283.00,1.98e-5,121.00,2.96e-5
dropbox-api,7/30/2017,1918.00,1.33984e-4,776.00,1.89815e-4
amazon-ebs,7/30/2017,303.00,2.12e-5,52.00,1.27e-5
android-pay,7/30/2017,458.00,3.2e-5,209.00,5.11e-5
amazon-sns,7/30/2017,1006.00,7.03e-5,461.00,1.12765e-4
amazon-rds,7/30/2017,1679.00,1.17289e-4,641.00,1.56795e-4
amazon-cloudwatch,7/30/2017,675.00,4.72e-5,261.00,6.38e-5
amazon-cloudformation,7/30/2017,1085.00,7.58e-5,335.00,8.19e-5
dropbox,7/30/2017,2894.00,2.02163e-4,1112.00,2.72004e-4
amazon-elasticache,7/30/2017,331.00,2.31e-5,133.00,3.25e-5
excel,7/30/2017,126241.00,8.82E-03,44520.00,1.09E-02
amazon-s3,7/30/2017,19426.00,1.36E-03,7539.00,1.84E-03
amazon-data-pipeline,7/30/2017,300.00,2.1e-5,153.00,3.74e-5
amazon-redshift,7/30/2017,2217.00,1.54871e-4,819.00,2.00335e-4
amazon-rds-aurora,7/30/2017,137.00,9.57e-6,60.00,1.47e-5
amazon-elb,7/30/2017,830.00,5.8e-5,308.00,7.53e-5
mongodb,7/30/2017,85567.00,5.98E-03,29425.00,7.20E-03
amazon-ec2,7/30/2017,18313.00,1.28E-03,6677.00,1.63E-03
amazon-vpc,7/30/2017,494.00,3.45e-5,149.00,3.64e-5
