tag,date,question_count,question_pct,unanswered_count,unanswered_pct
amazon-web-services,7/31/2018,61335.00,3.78E-03,24071.00,5.11E-03
amazon-route53,7/31/2018,1059.00,6.53e-5,370.00,7.86e-5
amazon-s3,7/31/2018,24665.00,1.52E-03,9683.00,2.06E-03
android-pay,7/31/2018,489.00,3.01e-5,222.00,4.72e-5
amazon-cloudfront,7/31/2018,2199.00,1.35492e-4,851.00,1.80753e-4
paypal,7/31/2018,18037.00,1.11E-03,8429.00,1.79E-03
amazon-emr,7/31/2018,2977.00,1.83429e-4,1205.00,2.55943e-4
amazon-lambda,7/31/2018,7186.00,4.42768e-4,7186.00,1.53E-03
amazon-cognito,7/31/2018,1754.00,1.08073e-4,733.00,1.5569e-4
amazon-ses,7/31/2018,907.00,5.59e-5,345.00,7.33e-5
amazon,7/31/2018,3597.00,2.2163e-4,1385.00,2.94176e-4
amazon-dynamodb,7/31/2018,5725.00,3.52748e-4,2084.00,4.42644e-4
amazon-ecs,7/31/2018,877.00,5.4e-5,414.00,8.79e-5
applepayjs,7/31/2018,29.00,1.79e-6,18.00,3.82e-6
amazon-ebs,7/31/2018,337.00,2.08e-5,54.00,1.15e-5
actionscript,7/31/2018,9096.00,5.60453e-4,2444.00,5.19109e-4
amazon-redshift,7/31/2018,3296.00,2.03084e-4,1188.00,2.52333e-4
amazon-rds-aurora,7/31/2018,295.00,1.82e-5,133.00,2.82e-5
osx,7/31/2018,86583.00,5.33E-03,86583.00,1.84E-02
amazon-elasticache,7/31/2018,417.00,2.57e-5,168.00,3.57e-5
amazon-cloudsearch,7/31/2018,317.00,1.95e-5,137.00,2.91e-5
amazon-data-pipeline,7/31/2018,395.00,2.43e-5,198.00,4.21e-5
mongodb,7/31/2018,101769.00,6.27E-03,35547.00,7.55E-03
amazon-vpc,7/31/2018,691.00,4.26e-5,206.00,4.38e-5
azure,7/31/2018,59056.00,3.64E-03,20217.00,4.29E-03
cognos,7/31/2018,839.00,5.17e-5,372.00,7.9e-5
excel,7/31/2018,173906.00,1.07E-02,60699.00,1.29E-02
amazon-glacier,7/31/2018,185.00,1.14e-5,56.00,1.19e-5
amazon-elastic-beanstalk,7/31/2018,644.00,3.97e-5,315.00,6.69e-5
amazon-elb,7/31/2018,1035.00,6.38e-5,371.00,7.88e-5
ios9,7/31/2018,4176.00,2.57306e-4,1582.00,3.36019e-4
amazon-cloudformation,7/31/2018,2320.00,1.42948e-4,792.00,1.68222e-4
amazon-mws,7/31/2018,652.00,4.02e-5,249.00,5.29e-5
windows,7/31/2018,123525.00,7.61E-03,38571.00,8.19E-03
amazon-simpledb,7/31/2018,391.00,2.41e-5,78.00,1.66e-5
amazon-route53,7/30/2018,1058.00,6.52e-5,370.00,7.86e-5
amazon-simpledb,7/30/2018,391.00,2.41e-5,78.00,1.66e-5
windows,7/30/2018,123473.00,7.61E-03,38541.00,8.19E-03
dropbox,7/30/2018,3042.00,1.8752e-4,1155.00,2.45493e-4
amazon-cognito,7/30/2018,1752.00,1.08e-4,733.00,1.55798e-4
amazon-data-pipeline,7/30/2018,395.00,2.43e-5,198.00,4.21e-5
amazon,7/30/2018,3596.00,2.21671e-4,1384.00,2.94167e-4
amazon-ecs,7/30/2018,874.00,5.39e-5,411.00,8.74e-5
amazon-ebs,7/30/2018,337.00,2.08e-5,54.00,1.15e-5
osx,7/30/2018,86552.00,5.34E-03,86552.00,1.84E-02
amazon-cloudsearch,7/30/2018,317.00,1.95e-5,137.00,2.91e-5
actionscript-3,7/30/2018,41132.00,2.54E-03,11034.00,2.35E-03
google-spreadsheet,7/30/2018,15037.00,9.26936e-4,5753.00,1.22E-03
cognos,7/30/2018,839.00,5.17e-5,373.00,7.93e-5
amazon-elastic-beanstalk,7/30/2018,644.00,3.97e-5,315.00,6.7e-5
amazon-cloudformation,7/30/2018,2315.00,1.42705e-4,788.00,1.67488e-4
amazon-elb,7/30/2018,1035.00,6.38e-5,372.00,7.91e-5
sql-server,7/30/2018,238136.00,1.47E-02,59607.00,1.27E-02
ios8,7/30/2018,9404.00,5.79698e-4,3221.00,6.84618e-4
applepay,7/30/2018,340.00,2.1e-5,162.00,3.44e-5
amazon-web-services,7/30/2018,61257.00,3.78E-03,24031.00,5.11E-03
android-pay,7/30/2018,489.00,3.01e-5,222.00,4.72e-5
amazon-lambda,7/30/2018,7166.00,4.41739e-4,7166.00,1.52E-03
paypal,7/30/2018,18034.00,1.11E-03,8427.00,1.79E-03
amazon-cloudfront,7/30/2018,2198.00,1.35493e-4,854.00,1.81516e-4
ios,7/30/2018,570910.00,3.52E-02,187020.00,3.98E-02
amazon-kinesis,7/30/2018,733.00,4.52e-5,356.00,7.57e-5
amazon-ec2,7/30/2018,22223.00,1.37E-03,8278.00,1.76E-03
dropbox-api,7/30/2018,2056.00,1.26739e-4,820.00,1.74289e-4
amazon-sns,7/30/2018,1358.00,8.37e-5,592.00,1.25829e-4
amazon-rds,7/30/2018,2439.00,1.50349e-4,986.00,2.09572e-4
excel,7/30/2018,173769.00,1.07E-02,60632.00,1.29E-02
ios9,7/30/2018,4175.00,2.57363e-4,1582.00,3.36251e-4
amazon-mws,7/30/2018,652.00,4.02e-5,249.00,5.29e-5
amazon-glacier,7/30/2018,184.00,1.13e-5,55.00,1.17e-5
amazon-elasticache,7/30/2018,417.00,2.57e-5,168.00,3.57e-5
amazon-vpc,7/30/2018,691.00,4.26e-5,207.00,4.4e-5
mongodb,7/30/2018,101685.00,6.27E-03,35505.00,7.55E-03
applepayjs,7/30/2018,29.00,1.79e-6,18.00,3.83e-6
amazon-rds-aurora,7/30/2018,294.00,1.81e-5,132.00,2.81e-5
actionscript,7/30/2018,9094.00,5.60588e-4,2444.00,5.19468e-4
amazon-ses,7/30/2018,905.00,5.58e-5,345.00,7.33e-5
amazon-dynamodb,7/30/2018,5718.00,3.52479e-4,2080.00,4.421e-4
amazon-s3,7/30/2018,24632.00,1.52E-03,9659.00,2.05E-03
citrix,7/30/2018,592.00,3.65e-5,290.00,6.16e-5
amazon-cloudwatch,7/30/2018,1088.00,6.71e-5,456.00,9.69e-5
android,7/30/2018,1123752.00,6.93E-02,419607.00,8.92E-02
stripe-payments,7/30/2018,4133.00,2.54772e-4,1614.00,3.4305e-4
amazon-sqs,7/30/2018,1510.00,9.31e-5,523.00,1.11163e-4
azure,7/30/2018,59005.00,3.64E-03,20192.00,4.29E-03
amazon-emr,7/30/2018,2975.00,1.8339e-4,1205.00,2.5612e-4
amazon-redshift,7/30/2018,3291.00,2.02869e-4,1185.00,2.5187e-4
amazon-swf,7/30/2018,231.00,1.42e-5,77.00,1.64e-5
amazon-elasticache,7/29/2018,417.00,2.57e-5,168.00,3.57e-5
amazon-route53,7/29/2018,1056.00,6.51e-5,369.00,7.85e-5
amazon-mws,7/29/2018,652.00,4.02e-5,249.00,5.29e-5
cognos,7/29/2018,838.00,5.17e-5,372.00,7.91e-5
amazon-elastic-beanstalk,7/29/2018,643.00,3.96e-5,314.00,6.68e-5
stripe-payments,7/29/2018,4130.00,2.54646e-4,1612.00,3.42751e-4
amazon-glacier,7/29/2018,183.00,1.13e-5,55.00,1.17e-5
amazon-vpc,7/29/2018,690.00,4.25e-5,206.00,4.38e-5
amazon-simpledb,7/29/2018,391.00,2.41e-5,78.00,1.66e-5
amazon-data-pipeline,7/29/2018,395.00,2.44e-5,198.00,4.21e-5
sql-server,7/29/2018,238106.00,1.47E-02,59598.00,1.27E-02
google-spreadsheet,7/29/2018,14990.00,9.24248e-4,5714.00,1.21E-03
excel,7/29/2018,173734.00,1.07E-02,60623.00,1.29E-02
windows,7/29/2018,123461.00,7.61E-03,38539.00,8.19E-03
actionscript-3,7/29/2018,41134.00,2.54E-03,11041.00,2.35E-03
amazon-emr,7/29/2018,2976.00,1.83493e-4,1205.00,2.56214e-4
mongodb,7/29/2018,101650.00,6.27E-03,35486.00,7.55E-03
amazon-cloudsearch,7/29/2018,317.00,1.95e-5,137.00,2.91e-5
osx,7/29/2018,86534.00,5.34E-03,86534.00,1.84E-02
applepayjs,7/29/2018,29.00,1.79e-6,18.00,3.83e-6
amazon-ses,7/29/2018,904.00,5.57e-5,344.00,7.31e-5
amazon-ecs,7/29/2018,874.00,5.39e-5,413.00,8.78e-5
amazon-rds-aurora,7/29/2018,293.00,1.81e-5,131.00,2.79e-5
amazon-ebs,7/29/2018,337.00,2.08e-5,54.00,1.15e-5
amazon-redshift,7/29/2018,3289.00,2.02792e-4,1184.00,2.51749e-4
actionscript,7/29/2018,9093.00,5.60654e-4,2445.00,5.1987e-4
amazon,7/29/2018,3598.00,2.21845e-4,1383.00,2.94062e-4
amazon-cognito,7/29/2018,1752.00,1.08024e-4,733.00,1.55855e-4
amazon-dynamodb,7/29/2018,5717.00,3.52497e-4,2080.00,4.42262e-4
azure,7/29/2018,58991.00,3.64E-03,20178.00,4.29E-03
amazon-lambda,7/29/2018,7162.00,4.41592e-4,7162.00,1.52E-03
paypal,7/29/2018,18033.00,1.11E-03,8426.00,1.79E-03
amazon-cloudfront,7/29/2018,2195.00,1.35339e-4,852.00,1.81157e-4
amazon-sqs,7/29/2018,1509.00,9.3e-5,524.00,1.11416e-4
amazon-s3,7/29/2018,24623.00,1.52E-03,9656.00,2.05E-03
dropbox-api,7/29/2018,2056.00,1.26768e-4,820.00,1.74353e-4
android-pay,7/29/2018,489.00,3.02e-5,222.00,4.72e-5
ios,7/29/2018,570818.00,3.52E-02,186980.00,3.98E-02
amazon-web-services,7/29/2018,61226.00,3.78E-03,24023.00,5.11E-03
applepay,7/29/2018,340.00,2.1e-5,162.00,3.44e-5
amazon-kinesis,7/29/2018,733.00,4.52e-5,356.00,7.57e-5
amazon-ec2,7/29/2018,22217.00,1.37E-03,8277.00,1.76E-03
ios8,7/29/2018,9404.00,5.7983e-4,3221.00,6.84869e-4
citrix,7/29/2018,592.00,3.65e-5,290.00,6.17e-5
amazon-cloudwatch,7/29/2018,1086.00,6.7e-5,456.00,9.7e-5
amazon-swf,7/29/2018,231.00,1.42e-5,77.00,1.64e-5
amazon-sns,7/29/2018,1358.00,8.37e-5,594.00,1.263e-4
dropbox,7/29/2018,3040.00,1.87439e-4,1154.00,2.4537e-4
amazon-elb,7/29/2018,1034.00,6.38e-5,372.00,7.91e-5
amazon-rds,7/29/2018,2438.00,1.50322e-4,985.00,2.09436e-4
amazon-cloudformation,7/29/2018,2315.00,1.42738e-4,789.00,1.67762e-4
ios9,7/29/2018,4175.00,2.57421e-4,1582.00,3.36374e-4
android,7/29/2018,1123490.00,6.93E-02,419461.00,8.92E-02
actionscript-3,7/28/2018,41135.00,2.54E-03,11042.00,2.35E-03
amazon-vpc,7/28/2018,690.00,4.26e-5,206.00,4.38e-5
amazon-sqs,7/28/2018,1510.00,9.31e-5,524.00,1.11454e-4
amazon-route53,7/28/2018,1057.00,6.52e-5,369.00,7.85e-5
amazon-ecs,7/28/2018,874.00,5.39e-5,413.00,8.78e-5
amazon-cloudformation,7/28/2018,2313.00,1.42644e-4,789.00,1.67819e-4
excel,7/28/2018,173701.00,1.07E-02,60603.00,1.29E-02
amazon-elastic-beanstalk,7/28/2018,642.00,3.96e-5,313.00,6.66e-5
cognos,7/28/2018,838.00,5.17e-5,372.00,7.91e-5
android-pay,7/28/2018,489.00,3.02e-5,222.00,4.72e-5
amazon-elb,7/28/2018,1034.00,6.38e-5,372.00,7.91e-5
applepay,7/28/2018,339.00,2.09e-5,161.00,3.42e-5
amazon-web-services,7/28/2018,61192.00,3.77E-03,24016.00,5.11E-03
sql-server,7/28/2018,238078.00,1.47E-02,59581.00,1.27E-02
amazon-lambda,7/28/2018,7157.00,4.41377e-4,7157.00,1.52E-03
paypal,7/28/2018,18033.00,1.11E-03,8425.00,1.79E-03
ios,7/28/2018,570727.00,3.52E-02,186930.00,3.98E-02
amazon-kinesis,7/28/2018,732.00,4.51e-5,356.00,7.57e-5
amazon-ec2,7/28/2018,22205.00,1.37E-03,8271.00,1.76E-03
amazon-sns,7/28/2018,1358.00,8.37e-5,595.00,1.26556e-4
amazon-elasticache,7/28/2018,417.00,2.57e-5,169.00,3.59e-5
amazon-data-pipeline,7/28/2018,395.00,2.44e-5,198.00,4.21e-5
amazon-rds,7/28/2018,2436.00,1.5023e-4,985.00,2.09508e-4
ios9,7/28/2018,4175.00,2.57475e-4,1583.00,3.36702e-4
amazon-glacier,7/28/2018,183.00,1.13e-5,55.00,1.17e-5
amazon-mws,7/28/2018,652.00,4.02e-5,249.00,5.3e-5
mongodb,7/28/2018,101618.00,6.27E-03,35464.00,7.54E-03
amazon-rds-aurora,7/28/2018,293.00,1.81e-5,131.00,2.79e-5
actionscript,7/28/2018,9092.00,5.6071e-4,2444.00,5.19836e-4
amazon-dynamodb,7/28/2018,5714.00,3.52386e-4,2081.00,4.42626e-4
amazon-s3,7/28/2018,24619.00,1.52E-03,9659.00,2.05E-03
amazon-cloudwatch,7/28/2018,1086.00,6.7e-5,456.00,9.7e-5
azure,7/28/2018,58984.00,3.64E-03,20179.00,4.29E-03
stripe-payments,7/28/2018,4127.00,2.54514e-4,1611.00,3.42656e-4
amazon-emr,7/28/2018,2975.00,1.8347e-4,1205.00,2.56302e-4
windows,7/28/2018,123435.00,7.61E-03,38522.00,8.19E-03
amazon-simpledb,7/28/2018,391.00,2.41e-5,78.00,1.66e-5
dropbox,7/28/2018,3039.00,1.87417e-4,1153.00,2.45242e-4
amazon-ebs,7/28/2018,336.00,2.07e-5,53.00,1.13e-5
amazon-cognito,7/28/2018,1752.00,1.08047e-4,734.00,1.56121e-4
amazon,7/28/2018,3598.00,2.21891e-4,1383.00,2.94163e-4
osx,7/28/2018,86516.00,5.34E-03,86516.00,1.84E-02
amazon-cloudsearch,7/28/2018,316.00,1.95e-5,136.00,2.89e-5
amazon-swf,7/28/2018,231.00,1.42e-5,77.00,1.64e-5
amazon-redshift,7/28/2018,3289.00,2.02835e-4,1186.00,2.52261e-4
android,7/28/2018,1123239.00,6.93E-02,419315.00,8.92E-02
citrix,7/28/2018,592.00,3.65e-5,290.00,6.17e-5
applepayjs,7/28/2018,29.00,1.79e-6,18.00,3.83e-6
dropbox-api,7/28/2018,2055.00,1.26733e-4,819.00,1.742e-4
amazon-cloudfront,7/28/2018,2198.00,1.35552e-4,853.00,1.81432e-4
ios8,7/28/2018,9404.00,5.79951e-4,3221.00,6.85103e-4
amazon-ses,7/28/2018,904.00,5.58e-5,344.00,7.32e-5
google-spreadsheet,7/28/2018,14987.00,9.24258e-4,5714.00,1.22E-03
amazon-emr,7/27/2018,2978.00,1.83617e-4,1208.00,2.56596e-4
stripe-payments,7/27/2018,4126.00,2.54398e-4,1612.00,3.42409e-4
azure,7/27/2018,58980.00,3.64E-03,20205.00,4.29E-03
amazon-sqs,7/27/2018,1512.00,9.32e-5,527.00,1.11942e-4
amazon-redshift,7/27/2018,3287.00,2.02669e-4,1186.00,2.51923e-4
amazon-route53,7/27/2018,1056.00,6.51e-5,370.00,7.86e-5
amazon-cloudwatch,7/27/2018,1089.00,6.71e-5,460.00,9.77e-5
citrix,7/27/2018,594.00,3.66e-5,292.00,6.2e-5
amazon-s3,7/27/2018,24626.00,1.52E-03,9672.00,2.05E-03
amazon-ses,7/27/2018,903.00,5.57e-5,343.00,7.29e-5
amazon-dynamodb,7/27/2018,5713.00,3.5225e-4,2082.00,4.42246e-4
actionscript,7/27/2018,9092.00,5.60592e-4,2444.00,5.1914e-4
amazon-rds-aurora,7/27/2018,293.00,1.81e-5,131.00,2.78e-5
applepayjs,7/27/2018,28.00,1.73e-6,17.00,3.61e-6
mongodb,7/27/2018,101636.00,6.27E-03,35500.00,7.54E-03
amazon-rds,7/27/2018,2435.00,1.50136e-4,985.00,2.09228e-4
amazon-mws,7/27/2018,652.00,4.02e-5,250.00,5.31e-5
amazon-glacier,7/27/2018,183.00,1.13e-5,55.00,1.17e-5
ios9,7/27/2018,4174.00,2.57359e-4,1582.00,3.36039e-4
amazon-ec2,7/27/2018,22208.00,1.37E-03,8278.00,1.76E-03
amazon-vpc,7/27/2018,692.00,4.27e-5,208.00,4.42e-5
amazon-sns,7/27/2018,1360.00,8.39e-5,598.00,1.27023e-4
amazon-kinesis,7/27/2018,732.00,4.51e-5,356.00,7.56e-5
amazon-data-pipeline,7/27/2018,397.00,2.45e-5,200.00,4.25e-5
sql-server,7/27/2018,238071.00,1.47E-02,59628.00,1.27E-02
paypal,7/27/2018,18056.00,1.11E-03,8451.00,1.80E-03
amazon-cloudfront,7/27/2018,2199.00,1.35585e-4,854.00,1.81401e-4
dropbox-api,7/27/2018,2055.00,1.26706e-4,819.00,1.73967e-4
ios,7/27/2018,570814.00,3.52E-02,187073.00,3.97E-02
amazon-lambda,7/27/2018,7161.00,4.4153e-4,7161.00,1.52E-03
amazon-elasticache,7/27/2018,416.00,2.56e-5,168.00,3.57e-5
amazon-web-services,7/27/2018,61217.00,3.77E-03,24063.00,5.11E-03
applepay,7/27/2018,338.00,2.08e-5,160.00,3.4e-5
ios8,7/27/2018,9403.00,5.79768e-4,3220.00,6.83974e-4
amazon-elb,7/27/2018,1033.00,6.37e-5,372.00,7.9e-5
android-pay,7/27/2018,489.00,3.02e-5,222.00,4.72e-5
cognos,7/27/2018,839.00,5.17e-5,373.00,7.92e-5
google-spreadsheet,7/27/2018,14992.00,9.2437e-4,5725.00,1.22E-03
amazon-elastic-beanstalk,7/27/2018,642.00,3.96e-5,313.00,6.65e-5
amazon-cloudsearch,7/27/2018,316.00,1.95e-5,136.00,2.89e-5
osx,7/27/2018,86562.00,5.34E-03,86562.00,1.84E-02
amazon,7/27/2018,3600.00,2.21968e-4,1385.00,2.94193e-4
actionscript-3,7/27/2018,41134.00,2.54E-03,11041.00,2.35E-03
amazon-cognito,7/27/2018,1751.00,1.07963e-4,736.00,1.56336e-4
excel,7/27/2018,173738.00,1.07E-02,60704.00,1.29E-02
amazon-cloudformation,7/27/2018,2313.00,1.42614e-4,792.00,1.68232e-4
amazon-ebs,7/27/2018,336.00,2.07e-5,53.00,1.13e-5
dropbox,7/27/2018,3039.00,1.87377e-4,1153.00,2.44913e-4
amazon-ecs,7/27/2018,872.00,5.38e-5,412.00,8.75e-5
amazon-swf,7/27/2018,231.00,1.42e-5,77.00,1.64e-5
amazon-simpledb,7/27/2018,391.00,2.41e-5,78.00,1.66e-5
android,7/27/2018,1123715.00,6.93E-02,419894.00,8.92E-02
windows,7/27/2018,123492.00,7.61E-03,38604.00,8.20E-03
google-spreadsheet,7/26/2018,14969.00,9.23411e-4,5714.00,1.21E-03
sql-server,7/26/2018,237962.00,1.47E-02,59590.00,1.27E-02
amazon-elb,7/26/2018,1033.00,6.37e-5,372.00,7.91e-5
amazon,7/26/2018,3599.00,2.22016e-4,1385.00,2.94425e-4
stripe-payments,7/26/2018,4125.00,2.54463e-4,1615.00,3.43316e-4
amazon-ecs,7/26/2018,872.00,5.38e-5,413.00,8.78e-5
amazon-cloudformation,7/26/2018,2307.00,1.42315e-4,786.00,1.67089e-4
excel,7/26/2018,173602.00,1.07E-02,60646.00,1.29E-02
amazon-elastic-beanstalk,7/26/2018,640.00,3.95e-5,311.00,6.61e-5
cognos,7/26/2018,839.00,5.18e-5,373.00,7.93e-5
amazon-elasticache,7/26/2018,416.00,2.57e-5,168.00,3.57e-5
amazon-web-services,7/26/2018,61124.00,3.77E-03,24005.00,5.10E-03
applepay,7/26/2018,338.00,2.09e-5,160.00,3.4e-5
amazon-lambda,7/26/2018,7143.00,4.40639e-4,7143.00,1.52E-03
ios,7/26/2018,570665.00,3.52E-02,187032.00,3.98E-02
ios9,7/26/2018,4174.00,2.57487e-4,1581.00,3.36091e-4
amazon-kinesis,7/26/2018,731.00,4.51e-5,355.00,7.55e-5
amazon-sns,7/26/2018,1361.00,8.4e-5,599.00,1.27336e-4
amazon-ec2,7/26/2018,22187.00,1.37E-03,8264.00,1.76E-03
amazon-glacier,7/26/2018,183.00,1.13e-5,55.00,1.17e-5
amazon-rds-aurora,7/26/2018,292.00,1.8e-5,130.00,2.76e-5
mongodb,7/26/2018,101571.00,6.27E-03,35465.00,7.54E-03
amazon-dynamodb,7/26/2018,5706.00,3.51994e-4,2077.00,4.41531e-4
amazon-s3,7/26/2018,24596.00,1.52E-03,9654.00,2.05E-03
amazon-cloudwatch,7/26/2018,1088.00,6.71e-5,460.00,9.78e-5
amazon-emr,7/26/2018,2976.00,1.83584e-4,1206.00,2.56373e-4
windows,7/26/2018,123428.00,7.61E-03,38558.00,8.20E-03
dropbox,7/26/2018,3038.00,1.87409e-4,1153.00,2.45105e-4
amazon-cognito,7/26/2018,1746.00,1.07708e-4,732.00,1.55609e-4
osx,7/26/2018,86540.00,5.34E-03,86540.00,1.84E-02
amazon-cloudsearch,7/26/2018,316.00,1.95e-5,136.00,2.89e-5
amazon-swf,7/26/2018,231.00,1.42e-5,77.00,1.64e-5
amazon-redshift,7/26/2018,3280.00,2.02338e-4,1183.00,2.51483e-4
citrix,7/26/2018,593.00,3.66e-5,291.00,6.19e-5
applepayjs,7/26/2018,28.00,1.73e-6,17.00,3.61e-6
amazon-cloudfront,7/26/2018,2195.00,1.35406e-4,850.00,1.80694e-4
dropbox-api,7/26/2018,2055.00,1.26769e-4,820.00,1.74316e-4
ios8,7/26/2018,9403.00,5.80056e-4,3220.00,6.84511e-4
amazon-ses,7/26/2018,901.00,5.56e-5,341.00,7.25e-5
actionscript-3,7/26/2018,41132.00,2.54E-03,11041.00,2.35E-03
amazon-vpc,7/26/2018,692.00,4.27e-5,208.00,4.42e-5
amazon-sqs,7/26/2018,1512.00,9.33e-5,527.00,1.1203e-4
amazon-route53,7/26/2018,1056.00,6.51e-5,370.00,7.87e-5
android,7/26/2018,1123224.00,6.93E-02,419642.00,8.92E-02
amazon-ebs,7/26/2018,336.00,2.07e-5,53.00,1.13e-5
amazon-simpledb,7/26/2018,391.00,2.41e-5,78.00,1.66e-5
azure,7/26/2018,58925.00,3.63E-03,20187.00,4.29E-03
actionscript,7/26/2018,9091.00,5.60809e-4,2443.00,5.19336e-4
amazon-rds,7/26/2018,2433.00,1.50088e-4,983.00,2.08967e-4
amazon-mws,7/26/2018,652.00,4.02e-5,250.00,5.31e-5
paypal,7/26/2018,18048.00,1.11E-03,8443.00,1.79E-03
android-pay,7/26/2018,489.00,3.02e-5,222.00,4.72e-5
amazon-data-pipeline,7/26/2018,397.00,2.45e-5,200.00,4.25e-5
amazon-ses,7/25/2018,900.00,5.55e-5,340.00,7.23e-5
ios8,7/25/2018,9403.00,5.80355e-4,3220.00,6.85105e-4
dropbox-api,7/25/2018,2054.00,1.26773e-4,819.00,1.74254e-4
amazon-cloudfront,7/25/2018,2189.00,1.35105e-4,845.00,1.79787e-4
applepayjs,7/25/2018,28.00,1.73e-6,17.00,3.62e-6
citrix,7/25/2018,593.00,3.66e-5,291.00,6.19e-5
stripe-payments,7/25/2018,4118.00,2.54162e-4,1609.00,3.42335e-4
amazon-redshift,7/25/2018,3275.00,2.02134e-4,1179.00,2.5085e-4
android,7/25/2018,1122727.00,6.93E-02,419388.00,8.92E-02
amazon-swf,7/25/2018,231.00,1.43e-5,77.00,1.64e-5
amazon-cloudsearch,7/25/2018,316.00,1.95e-5,136.00,2.89e-5
osx,7/25/2018,86512.00,5.34E-03,86512.00,1.84E-02
sql-server,7/25/2018,237854.00,1.47E-02,59545.00,1.27E-02
amazon-cognito,7/25/2018,1746.00,1.07763e-4,732.00,1.55744e-4
amazon,7/25/2018,3598.00,2.22069e-4,1384.00,2.94467e-4
amazon-ebs,7/25/2018,336.00,2.07e-5,53.00,1.13e-5
dropbox,7/25/2018,3037.00,1.87444e-4,1152.00,2.45105e-4
amazon-simpledb,7/25/2018,391.00,2.41e-5,78.00,1.66e-5
windows,7/25/2018,123383.00,7.62E-03,38540.00,8.20E-03
amazon-emr,7/25/2018,2972.00,1.83432e-4,1203.00,2.55956e-4
amazon-cloudwatch,7/25/2018,1088.00,6.72e-5,461.00,9.81e-5
amazon-s3,7/25/2018,24564.00,1.52E-03,9637.00,2.05E-03
azure,7/25/2018,58856.00,3.63E-03,20143.00,4.29E-03
amazon-dynamodb,7/25/2018,5697.00,3.5162e-4,2072.00,4.40849e-4
actionscript,7/25/2018,9090.00,5.61037e-4,2444.00,5.19999e-4
mongodb,7/25/2018,101501.00,6.26E-03,35417.00,7.54E-03
amazon-rds-aurora,7/25/2018,291.00,1.8e-5,131.00,2.79e-5
amazon-rds,7/25/2018,2431.00,1.50042e-4,982.00,2.08935e-4
amazon-mws,7/25/2018,651.00,4.02e-5,250.00,5.32e-5
amazon-glacier,7/25/2018,183.00,1.13e-5,55.00,1.17e-5
amazon-ec2,7/25/2018,22168.00,1.37E-03,8253.00,1.76E-03
amazon-sns,7/25/2018,1358.00,8.38e-5,596.00,1.26808e-4
amazon-elb,7/25/2018,1033.00,6.38e-5,372.00,7.91e-5
amazon-kinesis,7/25/2018,731.00,4.51e-5,356.00,7.57e-5
paypal,7/25/2018,18042.00,1.11E-03,8439.00,1.80E-03
ios9,7/25/2018,4174.00,2.5762e-4,1581.00,3.36382e-4
ios,7/25/2018,570471.00,3.52E-02,186903.00,3.98E-02
amazon-lambda,7/25/2018,7130.00,4.40065e-4,7130.00,1.52E-03
amazon-elasticache,7/25/2018,415.00,2.56e-5,167.00,3.55e-5
applepay,7/25/2018,338.00,2.09e-5,160.00,3.4e-5
amazon-data-pipeline,7/25/2018,395.00,2.44e-5,198.00,4.21e-5
amazon-web-services,7/25/2018,61034.00,3.77E-03,23950.00,5.10E-03
cognos,7/25/2018,839.00,5.18e-5,373.00,7.94e-5
android-pay,7/25/2018,488.00,3.01e-5,221.00,4.7e-5
amazon-elastic-beanstalk,7/25/2018,640.00,3.95e-5,311.00,6.62e-5
excel,7/25/2018,173493.00,1.07E-02,60603.00,1.29E-02
amazon-cloudformation,7/25/2018,2304.00,1.42203e-4,785.00,1.67021e-4
amazon-sqs,7/25/2018,1508.00,9.31e-5,523.00,1.11276e-4
amazon-route53,7/25/2018,1054.00,6.51e-5,369.00,7.85e-5
amazon-ecs,7/25/2018,869.00,5.36e-5,411.00,8.74e-5
amazon-vpc,7/25/2018,690.00,4.26e-5,206.00,4.38e-5
actionscript-3,7/25/2018,41128.00,2.54E-03,11040.00,2.35E-03
google-spreadsheet,7/25/2018,14954.00,9.22962e-4,5705.00,1.21E-03
amazon-dynamodb,7/24/2018,5687.00,3.51185e-4,2065.00,4.39715e-4
stripe-payments,7/24/2018,4116.00,2.5417e-4,1613.00,3.43463e-4
amazon-route53,7/24/2018,1054.00,6.51e-5,369.00,7.86e-5
amazon-ses,7/24/2018,898.00,5.55e-5,338.00,7.2e-5
azure,7/24/2018,58803.00,3.63E-03,20128.00,4.29E-03
ios8,7/24/2018,9403.00,5.80656e-4,3220.00,6.85659e-4
actionscript,7/24/2018,9089.00,5.61266e-4,2443.00,5.20206e-4
dropbox-api,7/24/2018,2054.00,1.26839e-4,819.00,1.74395e-4
amazon-cloudfront,7/24/2018,2187.00,1.35052e-4,845.00,1.79932e-4
amazon-sqs,7/24/2018,1506.00,9.3e-5,522.00,1.11153e-4
mongodb,7/24/2018,101428.00,6.26E-03,35382.00,7.53E-03
sql-server,7/24/2018,237731.00,1.47E-02,59492.00,1.27E-02
applepayjs,7/24/2018,28.00,1.73e-6,17.00,3.62e-6
citrix,7/24/2018,592.00,3.66e-5,290.00,6.18e-5
amazon-redshift,7/24/2018,3271.00,2.01991e-4,1175.00,2.50201e-4
amazon-rds,7/24/2018,2427.00,1.49873e-4,981.00,2.08891e-4
amazon-rds-aurora,7/24/2018,291.00,1.8e-5,131.00,2.79e-5
android,7/24/2018,1122239.00,6.93E-02,419135.00,8.92E-02
